时间戳,x,y,状态
1772471587.268,-63.90,-21.70,后倾
1772471587.395,-63.50,-21.60,后倾
1772471587.519,-63.80,-21.00,后倾
1772471587.519,-64.30,-21.30,后倾
1772471587.640,-64.40,-22.50,后倾
1772471587.764,-63.90,-22.70,后倾
1772471587.888,-63.60,-22.70,后倾
1772471588.012,-63.80,-22.60,后倾
1772471588.137,-64.10,-22.70,后倾
1772471588.137,-64.10,-22.90,后倾
1772471588.262,-64.10,-22.80,后倾
1772471588.383,-64.20,-22.80,后倾
1772471588.507,-64.00,-22.20,后倾
1772471588.629,-63.70,-21.80,后倾
1772471588.752,-63.70,-22.10,后倾
1772471588.752,-64.30,-23.20,后倾
1772471588.876,-64.40,-23.60,后倾
1772471589.000,-64.10,-22.80,后倾
1772471589.122,-63.90,-21.60,后倾
1772471589.122,-64.10,-20.80,后倾
1772471589.247,-64.20,-21.30,后倾
1772471589.370,-64.10,-22.00,后倾
1772471589.494,-64.20,-22.20,后倾
1772471589.620,-64.10,-22.10,后倾
1772471589.620,-64.00,-22.30,后倾
1772471589.744,-63.90,-22.40,后倾
1772471589.866,-64.10,-22.50,后倾
1772471589.988,-63.90,-22.90,后倾
1772471590.112,-63.70,-22.80,后倾
1772471590.237,-64.00,-22.80,后倾
1772471590.363,-64.00,-22.50,后倾
1772471590.363,-64.10,-22.20,后倾
1772471590.489,-64.20,-21.90,后倾
1772471590.613,-64.20,-21.80,后倾
1772471590.736,-63.90,-21.70,后倾
1772471590.736,-63.60,-21.80,后倾
1772471590.859,-63.70,-21.90,后倾
1772471590.984,-63.80,-21.90,后倾
1772471591.108,-63.70,-21.50,后倾
1772471591.232,-63.60,-21.00,后倾
1772471591.355,-63.50,-20.80,后倾
1772471591.355,-63.60,-21.50,后倾
1772471591.477,-63.60,-22.00,后倾
1772471591.602,-63.80,-21.60,后倾
1772471591.727,-63.70,-21.70,后倾
1772471591.852,-63.60,-22.30,后倾
1772471591.975,-63.50,-22.80,后倾
1772471591.975,-63.60,-22.60,后倾
1772471592.099,-63.80,-22.70,后倾
1772471592.225,-63.90,-23.10,后倾
1772471592.347,-64.00,-23.40,后倾
1772471592.472,-64.00,-23.40,后倾
1772471592.472,-64.00,-23.50,后倾
1772471592.598,-64.00,-23.60,后倾
1772471592.719,-64.10,-23.60,后倾
1772471592.968,-64.10,-23.60,后倾
1772471592.968,-63.70,-22.70,后倾
1772471593.095,-63.60,-21.30,后倾
1772471593.095,-63.50,-17.10,后倾
1772471593.218,-63.50,-8.50,后倾
1772471593.341,-63.00,-3.10,后倾
1772471593.464,-62.50,4.20,后倾
1772471593.591,-62.60,13.90,后倾
1772471593.591,-63.00,17.50,后倾
1772471593.714,-63.90,18.00,后倾
1772471593.837,-64.40,18.50,后倾
1772471593.961,-64.40,18.30,后倾
1772471594.084,-64.10,18.20,后倾
1772471594.084,-64.20,19.20,后倾
1772471594.207,-64.60,18.80,后倾
1772471594.331,-64.70,18.60,后倾
1772471594.454,-64.60,18.00,后倾
1772471594.580,-64.50,17.30,后倾
1772471594.703,-64.50,17.90,后倾
1772471594.703,-64.70,18.10,后倾
1772471594.826,-65.10,17.50,后倾
1772471594.949,-64.90,16.80,后倾
1772471595.076,-64.40,15.10,后倾
1772471595.200,-64.50,14.80,后倾
1772471595.200,-64.70,15.20,后倾
1772471595.323,-64.80,15.50,后倾
1772471595.447,-64.60,15.00,后倾
1772471595.572,-64.50,14.50,后倾
1772471595.696,-64.40,13.00,后倾
1772471595.822,-64.50,12.80,后倾
1772471595.822,-64.40,12.70,后倾
1772471595.946,-64.20,12.90,后倾
1772471596.068,-64.50,13.10,后倾
1772471596.193,-64.70,12.50,后倾
1772471596.316,-64.70,11.90,后倾
1772471596.441,-64.80,11.80,后倾
1772471596.441,-64.90,12.00,后倾
1772471596.566,-64.90,11.80,后倾
1772471596.689,-65.20,11.90,后倾
1772471596.812,-65.10,11.50,后倾
1772471596.936,-64.90,11.50,后倾
1772471596.936,-65.10,10.50,后倾
1772471597.059,-65.10,9.60,后倾
1772471597.184,-65.00,10.00,后倾
1772471597.307,-64.80,10.40,后倾
1772471597.430,-64.90,10.60,后倾
1772471597.553,-65.00,10.80,后倾
1772471597.678,-65.60,12.00,后倾
1772471597.678,-66.10,10.10,后倾
1772471597.803,-65.80,9.60,后倾
1772471597.929,-65.60,9.20,后倾
1772471598.054,-65.70,9.20,后倾
1772471598.054,-66.00,10.00,后倾
1772471598.177,-66.60,10.20,后倾
1772471598.303,-66.90,10.70,后倾
1772471598.426,-66.90,9.30,后倾
1772471598.550,-67.10,-3.20,后倾
1772471598.550,-67.20,-19.20,后倾
1772471598.675,-68.10,-22.60,后倾
1772471598.802,-69.20,-26.20,后倾
1772471598.926,-70.30,-27.90,后倾
1772471599.053,-71.60,-32.00,后倾
1772471599.175,-71.90,-32.80,后倾
1772471599.175,-72.00,-31.60,后倾
1772471599.298,-72.90,-32.20,后倾
1772471599.421,-73.40,-32.70,后倾
1772471599.545,-73.20,-32.00,后倾
1772471599.667,-73.00,-31.60,后倾
1772471599.790,-73.00,-31.90,后倾
1772471599.790,-73.10,-32.20,后倾
1772471599.915,-72.90,-31.80,后倾
1772471600.038,-72.90,-31.50,后倾
1772471600.162,-72.70,-31.00,后倾
1772471600.283,-72.00,-27.70,后倾
1772471600.283,-71.30,-20.10,后倾
1772471600.407,-71.50,-12.30,后倾
1772471600.531,-71.50,-1.80,后倾
1772471600.654,-71.30,10.20,后倾
1772471600.778,-71.50,17.70,后倾
1772471600.778,-71.40,23.60,后倾
1772471600.901,-72.70,23.30,后倾
1772471601.024,-74.60,23.80,后倾
1772471601.149,-77.20,29.10,后倾
1772471601.274,-78.70,34.30,后倾
1772471601.399,-79.10,35.30,后倾
1772471601.399,-78.60,34.00,后倾
1772471601.521,-78.30,31.00,后倾
1772471601.648,-78.20,29.50,后倾
1772471601.773,-78.40,29.00,后倾
1772471601.898,-78.80,30.60,后倾
1772471601.898,-78.80,30.70,后倾
1772471602.023,-78.60,30.00,后倾
1772471602.148,-78.60,31.10,后倾
1772471602.272,-79.20,31.50,后倾
1772471602.395,-79.10,29.20,后倾
1772471602.518,-78.30,24.10,后倾
1772471602.518,-77.20,17.80,后倾
1772471602.643,-75.70,14.10,后倾
1772471602.769,-73.70,10.60,后倾
1772471602.893,-71.70,6.30,后倾
1772471603.016,-69.40,2.10,后倾
1772471603.016,-67.00,0.00,后倾
1772471603.138,-63.60,-1.50,后倾
1772471603.261,-60.80,-3.80,后倾
1772471603.384,-58.30,-4.70,后倾
1772471603.510,-56.90,-5.00,后倾
1772471603.633,-55.70,-5.50,后倾
1772471603.633,-55.50,-5.90,后倾
1772471603.757,-55.50,-5.80,后倾
1772471603.881,-55.70,-6.30,后倾
1772471604.003,-56.00,-7.00,后倾
1772471604.126,-56.10,-7.50,后倾
1772471604.250,-55.90,-7.30,后倾
1772471604.250,-55.90,-7.40,后倾
1772471604.370,-55.80,-7.60,后倾
1772471604.494,-56.10,-8.30,后倾
1772471604.619,-56.30,-9.60,后倾
1772471604.743,-57.00,-10.50,后倾
1772471604.743,-57.70,-14.30,后倾
1772471604.867,-58.40,-17.90,后倾
1772471604.989,-60.20,-23.10,后倾
1772471605.113,-61.90,-27.50,后倾
1772471605.237,-64.40,-29.90,后倾
1772471605.360,-65.70,-31.70,后倾
1772471605.360,-66.30,-32.50,后倾
1772471605.486,-66.50,-32.40,后倾
1772471605.609,-66.70,-31.80,后倾
1772471605.731,-66.60,-30.70,后倾
1772471605.856,-65.90,-28.50,后倾
1772471605.856,-65.30,-25.30,后倾
1772471605.983,-64.60,-20.40,后倾
1772471606.106,-63.50,-8.90,后倾
1772471606.228,-62.20,0.20,后倾
1772471606.350,-61.60,4.80,后倾
1772471606.475,-61.50,10.30,后倾
1772471606.599,-62.00,17.80,后倾
1772471606.599,-62.90,22.60,后倾
1772471606.721,-63.30,25.70,后倾
1772471606.848,-63.70,27.90,后倾
1772471606.971,-64.10,27.90,后倾
1772471607.093,-63.90,27.20,后倾
1772471607.093,-64.10,27.20,后倾
1772471607.217,-64.00,27.10,后倾
1772471607.341,-64.10,27.40,后倾
1772471607.468,-64.20,27.50,后倾
1772471607.591,-64.00,27.10,后倾
1772471607.717,-63.70,26.60,后倾
1772471607.717,-63.10,25.00,后倾
1772471607.839,-62.50,24.00,后倾
1772471607.964,-62.50,22.80,后倾
1772471608.086,-62.50,16.70,后倾
1772471608.211,-62.60,9.30,后倾
1772471608.211,-62.50,2.60,后倾
1772471608.333,-62.30,-3.80,后倾
1772471608.455,-62.80,-8.50,后倾
1772471608.582,-63.40,-10.10,后倾
1772471608.582,-63.70,-10.90,后倾
1772471608.703,-63.60,-11.40,后倾
1772471608.828,-63.80,-12.40,后倾
1772471608.953,-63.90,-12.60,后倾
1772471609.075,-63.80,-12.10,后倾
1772471609.202,-63.80,-11.30,后倾
1772471609.202,-64.10,-10.60,后倾
1772471609.326,-64.00,-9.50,后倾
1772471609.450,-64.20,-6.30,后倾
1772471609.573,-64.30,1.10,后倾
1772471609.696,-64.80,5.40,后倾
1772471609.822,-65.90,10.20,后倾
1772471609.822,-67.10,18.40,后倾
1772471609.944,-68.00,22.00,后倾
1772471610.068,-69.60,21.90,后倾
1772471610.192,-71.40,21.50,后倾
1772471610.315,-73.20,23.90,后倾
1772471610.315,-75.10,27.30,后倾
1772471610.564,-76.50,29.90,后倾
1772471610.564,-77.00,30.90,后倾
1772471610.685,-76.90,30.00,后倾
1772471610.807,-76.60,28.40,后倾
1772471610.931,-76.10,27.80,后倾
1772471611.055,-75.80,27.30,后倾
1772471611.181,-75.60,28.00,后倾
1772471611.181,-75.40,27.50,后倾
1772471611.304,-75.50,27.80,后倾
1772471611.427,-75.60,27.20,后倾
1772471611.427,-75.30,24.60,后倾
1772471611.552,-74.70,23.30,后倾
1772471611.676,-74.60,23.60,后倾
1772471611.799,-74.80,24.60,后倾
1772471611.921,-74.80,24.20,后倾
1772471612.043,-73.70,21.20,后倾
1772471612.043,-72.50,17.00,后倾
1772471612.166,-71.50,14.60,后倾
1772471612.289,-69.30,10.60,后倾
1772471612.412,-67.50,6.50,后倾
1772471612.536,-65.80,3.70,后倾
1772471612.536,-64.10,2.40,后倾
1772471612.658,-61.90,1.10,后倾
1772471612.782,-59.40,-2.50,后倾
1772471612.906,-57.70,-5.10,后倾
1772471613.029,-56.80,-6.20,后倾
1772471613.153,-56.60,-7.70,后倾
1772471613.277,-56.80,-8.30,后倾
1772471613.277,-57.40,-11.00,后倾
1772471613.401,-57.50,-18.10,后倾
1772471613.528,-58.20,-20.50,后倾
1772471613.653,-59.10,-22.50,后倾
1772471613.777,-60.20,-23.50,后倾
1772471613.777,-60.80,-24.00,后倾
1772471613.901,-61.00,-24.20,后倾
1772471614.025,-61.20,-24.30,后倾
1772471614.147,-60.80,-23.40,后倾
1772471614.271,-60.40,-22.50,后倾
1772471614.271,-60.70,-21.60,后倾
1772471614.394,-61.00,-21.20,后倾
1772471614.517,-60.90,-21.00,后倾
1772471614.640,-60.60,-20.70,后倾
1772471614.764,-60.30,-20.40,后倾
1772471614.888,-60.20,-20.50,后倾
1772471615.013,-60.20,-20.50,后倾
1772471615.013,-60.50,-20.80,后倾
1772471615.136,-60.30,-20.50,后倾
1772471615.258,-60.10,-20.30,后倾
1772471615.380,-60.50,-19.10,后倾
1772471615.380,-60.30,-15.90,后倾
1772471615.503,-59.80,-8.50,后倾
1772471615.627,-59.40,0.50,后倾
1772471615.750,-59.90,14.40,后倾
1772471615.872,-61.60,21.80,后倾
1772471615.996,-63.10,20.90,后倾
1772471615.996,-63.40,20.00,后倾
1772471616.120,-63.60,20.00,后倾
1772471616.242,-63.60,21.20,后倾
1772471616.368,-63.80,21.90,后倾
1772471616.490,-64.20,22.70,后倾
1772471616.613,-64.80,22.70,后倾
1772471616.613,-65.30,22.80,后倾
1772471616.737,-65.50,22.90,后倾
1772471616.863,-65.20,22.60,后倾
1772471616.989,-64.60,21.90,后倾
1772471617.113,-64.30,21.40,后倾
1772471617.113,-64.40,21.00,后倾
1772471617.237,-64.10,20.40,后倾
1772471617.360,-64.10,20.60,后倾
1772471617.484,-64.00,22.10,后倾
1772471617.613,-64.10,19.80,后倾
1772471617.613,-64.20,11.70,后倾
1772471617.738,-63.90,-4.70,后倾
1772471617.857,-62.50,-11.30,后倾
1772471617.982,-62.10,-13.90,后倾
1772471618.106,-62.80,-13.60,后倾
1772471618.231,-64.40,-14.60,后倾
1772471618.231,-64.90,-17.00,后倾
1772471618.353,-64.30,-17.00,后倾
1772471618.478,-64.30,-17.50,后倾
1772471618.601,-64.70,-18.90,后倾
1772471618.723,-65.30,-20.30,后倾
1772471618.849,-65.00,-19.80,后倾
1772471618.849,-64.50,-19.10,后倾
1772471618.974,-64.40,-19.40,后倾
1772471619.095,-64.50,-19.70,后倾
1772471619.220,-64.30,-20.30,后倾
1772471619.342,-64.20,-20.80,后倾
1772471619.342,-64.30,-22.80,后倾
1772471619.467,-64.50,-25.30,后倾
1772471619.590,-64.00,-25.00,后倾
1772471619.715,-64.00,-24.90,后倾
1772471619.840,-64.20,-25.70,后倾
1772471619.840,-63.50,-26.20,后倾
1772471619.960,-62.40,-21.00,后倾
1772471620.084,-61.60,-14.30,后倾
1772471620.205,-62.10,-9.90,后倾
1772471620.329,-63.70,-3.50,后倾
1772471620.453,-64.60,7.80,后倾
1772471620.453,-65.20,13.40,后倾
1772471620.575,-66.60,13.50,后倾
1772471620.697,-68.30,14.30,后倾
1772471620.822,-69.90,12.50,后倾
1772471620.944,-71.10,11.70,后倾
1772471621.069,-72.40,13.30,后倾
1772471621.069,-73.30,14.90,后倾
1772471621.314,-73.60,15.60,后倾
1772471621.314,-73.30,16.70,后倾
1772471621.437,-73.70,16.10,后倾
1772471621.561,-73.90,15.40,后倾
1772471621.561,-73.50,15.20,后倾
1772471621.684,-73.20,14.40,后倾
1772471621.806,-73.20,14.90,后倾
1772471621.928,-73.20,14.50,后倾
1772471622.053,-73.20,13.70,后倾
1772471622.176,-73.40,12.70,后倾
1772471622.176,-73.10,12.20,后倾
1772471622.301,-73.20,11.40,后倾
1772471622.428,-73.20,10.90,后倾
1772471622.553,-73.30,11.70,后倾
1772471622.677,-73.50,12.40,后倾
1772471622.677,-73.60,12.90,后倾
1772471622.800,-73.10,13.70,后倾
1772471622.923,-71.50,16.40,后倾
1772471623.044,-71.60,17.70,后倾
1772471623.169,-72.30,17.00,后倾
1772471623.291,-72.40,16.90,后倾
1772471623.291,-71.70,18.70,后倾
1772471623.415,-71.20,22.50,后倾
1772471623.537,-71.60,22.50,后倾
1772471623.660,-71.40,22.10,后倾
1772471623.784,-70.30,23.10,后倾
1772471623.907,-69.20,25.40,后倾
1772471623.907,-68.10,24.80,后倾
1772471624.032,-67.40,23.60,后倾
1772471624.155,-66.40,23.50,后倾
1772471624.279,-66.40,25.10,后倾
1772471624.401,-66.70,25.80,后倾
1772471624.401,-66.30,26.70,后倾
1772471624.524,-65.60,28.10,后倾
1772471624.650,-65.60,28.80,后倾
1772471624.774,-65.60,28.10,后倾
1772471624.899,-65.70,27.90,后倾
1772471625.023,-65.10,28.00,后倾
1772471625.023,-64.10,28.60,后倾
1772471625.145,-64.10,29.90,后倾
1772471625.268,-65.00,30.20,后倾
1772471625.390,-65.60,7.20,后倾
1772471625.513,-64.60,-7.60,后倾
1772471625.636,-64.40,-14.40,后倾
1772471625.636,-63.50,-19.00,后倾
1772471625.758,-63.20,-17.20,后倾
1772471625.881,-64.10,-15.80,后倾
1772471626.003,-65.00,-17.20,后倾
1772471626.126,-65.60,-18.40,后倾
1772471626.126,-66.00,-19.60,后倾
1772471626.251,-65.80,-20.60,后倾
1772471626.374,-65.40,-21.30,后倾
1772471626.497,-65.20,-22.20,后倾
1772471626.622,-65.10,-22.50,后倾
1772471626.746,-65.30,-22.60,后倾
1772471626.870,-65.30,-23.20,后倾
1772471626.870,-64.90,-23.20,后倾
1772471626.993,-64.50,-23.60,后倾
1772471627.118,-64.10,-24.20,后倾
1772471627.242,-63.80,-24.20,后倾
1772471627.242,-63.20,-23.40,后倾
1772471627.364,-62.60,-20.50,后倾
1772471627.491,-62.80,-21.10,后倾
1772471627.614,-62.50,-20.10,后倾
1772471627.739,-61.70,-12.30,后倾
1772471627.739,-61.00,-1.10,后倾
1772471627.863,-60.70,7.80,后倾
1772471627.990,-61.20,14.70,后倾
1772471628.115,-62.00,22.00,后倾
1772471628.238,-62.50,24.80,后倾
1772471628.361,-63.40,26.40,后倾
1772471628.361,-64.20,27.90,后倾
1772471628.485,-65.20,30.50,后倾
1772471628.606,-65.80,32.80,后倾
1772471628.733,-66.40,33.00,后倾
1772471628.858,-66.60,32.90,后倾
1772471628.980,-66.50,32.50,后倾
1772471628.980,-66.10,32.20,后倾
1772471629.103,-65.80,32.60,后倾
1772471629.226,-65.60,32.80,后倾
1772471629.350,-65.90,31.50,后倾
1772471629.473,-65.90,29.40,后倾
1772471629.597,-65.70,30.70,后倾
1772471629.597,-65.80,33.20,后倾
1772471629.720,-66.30,32.80,后倾
1772471629.844,-66.40,29.90,后倾
1772471629.967,-66.20,28.40,后倾
1772471630.090,-65.60,25.70,后倾
1772471630.090,-64.60,16.60,后倾
1772471630.213,-63.50,2.70,后倾
1772471630.336,-62.90,-3.50,后倾
1772471630.460,-62.40,-8.60,后倾
1772471630.581,-62.20,-11.00,后倾
1772471630.703,-62.50,-14.80,后倾
1772471630.703,-63.20,-18.00,后倾
1772471630.826,-64.10,-21.70,后倾
1772471630.948,-64.40,-24.20,后倾
1772471631.071,-64.30,-24.80,后倾
1772471631.193,-64.30,-24.90,后倾
1772471631.315,-64.40,-24.60,后倾
1772471631.315,-64.50,-24.80,后倾
1772471631.437,-64.70,-25.50,后倾
1772471631.559,-64.70,-25.90,后倾
1772471631.684,-64.50,-25.50,后倾
1772471631.809,-64.20,-24.20,后倾
1772471631.809,-63.80,-20.60,后倾
1772471631.932,-64.00,-14.80,后倾
1772471632.056,-64.50,-13.10,后倾
1772471632.179,-64.30,-9.60,后倾
1772471632.304,-64.30,-3.50,后倾
1772471632.428,-64.80,1.80,后倾
1772471632.428,-65.90,5.30,后倾
1772471632.552,-68.20,13.10,后倾
1772471632.676,-70.40,20.00,后倾
1772471632.799,-71.70,21.00,后倾
1772471632.924,-71.80,20.60,后倾
1772471632.924,-72.50,20.50,后倾
1772471633.048,-74.40,19.90,后倾
1772471633.293,-76.10,20.70,后倾
1772471633.293,-77.20,21.50,后倾
1772471633.417,-76.90,22.00,后倾
1772471633.541,-76.60,22.10,后倾
1772471633.541,-76.80,22.60,后倾
1772471633.665,-76.90,22.00,后倾
1772471633.787,-76.60,21.90,后倾
1772471633.910,-76.20,20.90,后倾
1772471634.031,-76.40,20.00,后倾
1772471634.156,-76.50,19.90,后倾
1772471634.279,-76.40,20.30,后倾
1772471634.401,-76.20,21.10,后倾
1772471634.401,-76.20,20.60,后倾
1772471634.525,-76.20,20.40,后倾
1772471634.650,-76.10,20.10,后倾
1772471634.650,-76.00,20.00,后倾
1772471634.777,-76.10,19.90,后倾
1772471634.901,-76.10,19.80,后倾
1772471635.025,-76.30,19.60,后倾
1772471635.150,-76.30,19.30,后倾
1772471635.274,-76.40,19.10,后倾
1772471635.395,-76.40,18.10,后倾
1772471635.395,-76.00,17.10,后倾
1772471635.520,-75.80,16.30,后倾
1772471635.642,-75.40,15.70,后倾
1772471635.764,-75.10,15.60,后倾
1772471635.764,-75.70,15.50,后倾
1772471635.889,-76.30,15.90,后倾
1772471636.014,-76.40,16.30,后倾
1772471636.138,-76.10,15.60,后倾
1772471636.259,-75.40,14.60,后倾
1772471636.384,-75.10,14.50,后倾
1772471636.384,-75.50,15.10,后倾
1772471636.508,-76.20,14.70,后倾
1772471636.635,-75.90,13.80,后倾
1772471636.757,-74.90,12.50,后倾
1772471636.880,-74.50,12.60,后倾
1772471637.003,-75.20,13.90,后倾
1772471637.003,-75.80,14.70,后倾
1772471637.128,-75.70,14.40,后倾
1772471637.250,-75.40,12.90,后倾
1772471637.371,-75.20,12.10,后倾
1772471637.497,-75.60,13.00,后倾
1772471637.497,-75.70,13.60,后倾
1772471637.620,-75.50,12.90,后倾
1772471637.742,-75.20,11.80,后倾
1772471637.865,-75.20,11.80,后倾
1772471637.988,-75.50,12.20,后倾
1772471638.112,-75.60,12.70,后倾
1772471638.237,-75.60,12.80,后倾
1772471638.237,-75.70,12.60,后倾
1772471638.360,-75.60,12.00,后倾
1772471638.484,-75.40,11.80,后倾
1772471638.608,-75.70,12.20,后倾
1772471638.732,-76.30,12.90,后倾
1772471638.732,-76.40,12.90,后倾
1772471638.855,-75.80,11.80,后倾
1772471638.978,-75.60,11.10,后倾
1772471639.100,-76.00,11.60,后倾
1772471639.224,-76.20,12.60,后倾
1772471639.224,-76.30,13.40,后倾
1772471639.351,-76.10,13.00,后倾
1772471639.474,-76.10,12.50,后倾
1772471639.599,-76.40,11.70,后倾
1772471639.726,-75.80,11.20,后倾
1772471639.726,-75.60,12.70,后倾
1772471639.849,-76.40,13.10,后倾
1772471639.975,-77.20,15.60,后倾
1772471640.101,-76.80,16.40,后倾
1772471640.223,-75.70,15.20,后倾
1772471640.223,-75.20,14.50,后倾
1772471640.347,-75.20,13.40,后倾
1772471640.472,-75.90,10.40,后倾
1772471640.595,-73.90,7.90,后倾
1772471640.719,-72.20,5.50,后倾
1772471640.843,-73.00,7.00,后倾
1772471640.843,-74.40,10.80,后倾
1772471640.966,-73.60,9.90,后倾
1772471641.089,-72.20,8.30,后倾
1772471641.213,-70.70,6.10,后倾
1772471641.338,-70.20,5.50,后倾
1772471641.338,-70.50,6.70,后倾
1772471641.459,-70.80,7.80,后倾
1772471641.581,-71.10,8.20,后倾
1772471641.705,-71.20,8.50,后倾
1772471641.831,-71.30,7.90,后倾
1772471641.954,-71.60,7.80,后倾
1772471642.077,-72.20,7.60,后倾
1772471642.077,-72.40,8.10,后倾
1772471642.201,-72.30,9.20,后倾
1772471642.324,-72.30,9.60,后倾
1772471642.448,-72.20,10.10,后倾
1772471642.570,-72.40,10.30,后倾
1772471642.570,-72.40,10.70,后倾
1772471642.692,-72.50,10.20,后倾
1772471642.816,-72.60,8.20,后倾
1772471642.940,-72.90,2.00,后倾
1772471643.066,-72.40,0.80,后倾
1772471643.066,-71.80,6.70,后倾
1772471643.311,-71.30,6.60,后倾
1772471643.311,-71.30,4.10,后倾
1772471643.434,-73.20,4.80,后倾
1772471643.559,-73.50,8.00,后倾
1772471643.559,-71.90,12.00,后倾
1772471643.682,-71.10,12.80,后倾
1772471643.804,-71.60,13.10,后倾
1772471643.926,-72.40,14.60,后倾
1772471644.049,-72.60,17.40,后倾
1772471644.172,-72.80,19.20,后倾
1772471644.296,-73.00,20.10,后倾
1772471644.296,-72.70,19.00,后倾
1772471644.418,-72.80,18.40,后倾
1772471644.544,-72.70,18.60,后倾
1772471644.669,-72.70,19.00,后倾
1772471644.792,-72.60,19.00,后倾
1772471644.792,-72.50,18.80,后倾
1772471644.915,-72.40,18.70,后倾
1772471645.038,-72.80,17.60,后倾
1772471645.162,-73.30,20.70,后倾
1772471645.286,-73.60,24.50,后倾
1772471645.411,-73.40,24.50,后倾
1772471645.411,-73.60,23.50,后倾
1772471645.534,-73.90,23.20,后倾
1772471645.659,-73.70,22.20,后倾
1772471645.781,-73.50,21.40,后倾
1772471645.904,-73.50,20.10,后倾
1772471645.904,-73.60,18.80,后倾
1772471646.027,-73.70,21.40,后倾
1772471646.150,-75.00,24.20,后倾
1772471646.273,-75.20,23.60,后倾
1772471646.395,-74.90,23.20,后倾
1772471646.519,-74.70,21.80,后倾
1772471646.643,-75.50,22.90,后倾
1772471646.643,-75.20,22.90,后倾
1772471646.769,-75.10,22.20,后倾
1772471646.894,-75.10,22.20,后倾
1772471647.018,-74.90,20.60,后倾
1772471647.018,-74.60,19.80,后倾
1772471647.144,-74.70,19.60,后倾
1772471647.267,-75.10,20.60,后倾
1772471647.393,-74.70,18.70,后倾
1772471647.518,-74.50,16.30,后倾
1772471647.518,-74.90,21.60,后倾
1772471647.640,-74.40,20.80,后倾
1772471647.765,-74.00,17.90,后倾
1772471647.887,-74.70,21.80,后倾
1772471648.012,-74.70,21.90,后倾
1772471648.134,-74.30,20.40,后倾
1772471648.258,-74.20,20.10,后倾
1772471648.258,-74.40,21.00,后倾
1772471648.380,-74.40,20.60,后倾
1772471648.504,-74.60,19.50,后倾
1772471648.629,-75.00,22.90,后倾
1772471648.752,-74.40,20.20,后倾
1772471648.877,-74.20,19.10,后倾
1772471648.877,-74.60,21.90,后倾
1772471649.125,-74.70,21.80,后倾
1772471649.125,-74.50,20.80,后倾
1772471649.250,-75.00,23.20,后倾
1772471649.250,-75.00,24.70,后倾
1772471649.373,-74.80,23.70,后倾
1772471649.497,-74.60,22.80,后倾
1772471649.621,-74.80,23.40,后倾
1772471649.745,-75.50,25.80,后倾
1772471649.868,-75.00,24.70,后倾
1772471649.993,-74.00,23.60,后倾
1772471649.993,-73.90,23.30,后倾
1772471650.117,-74.30,23.90,后倾
1772471650.240,-74.40,24.90,后倾
1772471650.364,-75.00,26.90,后倾
1772471650.364,-75.20,26.90,后倾
1772471650.615,-75.30,26.90,后倾
1772471650.615,-75.40,27.60,后倾
1772471650.739,-75.50,28.20,后倾
1772471650.864,-75.50,28.50,后倾
1772471650.864,-75.60,28.80,后倾
1772471650.987,-75.60,29.10,后倾
1772471651.110,-75.40,27.10,后倾
1772471651.234,-75.00,24.50,后倾
1772471651.359,-75.00,25.40,后倾
1772471651.481,-75.20,27.00,后倾
1772471651.481,-75.20,26.70,后倾
1772471651.605,-75.20,26.80,后倾
1772471651.727,-75.30,29.50,后倾
1772471651.850,-75.00,27.10,后倾
1772471651.973,-74.30,19.90,后倾
1772471652.099,-73.60,13.10,后倾
1772471652.099,-73.10,9.10,后倾
1772471652.222,-73.40,5.50,后倾
1772471652.346,-74.00,2.20,后倾
1772471652.469,-74.50,-2.30,后倾
1772471652.591,-74.80,-8.10,后倾
1772471652.715,-74.90,-10.20,后倾
1772471652.715,-74.80,-10.80,后倾
1772471652.836,-74.50,-12.30,后倾
1772471652.959,-74.10,-8.70,后倾
1772471653.082,-73.10,-5.00,后倾
1772471653.206,-72.60,-2.90,后倾
1772471653.206,-72.50,2.70,后倾
1772471653.330,-72.50,18.20,后倾
1772471653.452,-72.60,28.70,后倾
1772471653.578,-72.90,29.50,后倾
1772471653.702,-73.30,31.00,后倾
1772471653.827,-73.30,33.30,后倾
1772471653.827,-73.20,36.00,后倾
1772471653.952,-73.60,39.40,后倾
1772471654.076,-74.40,39.50,后倾
1772471654.200,-75.20,40.20,后倾
1772471654.324,-75.30,39.80,后倾
1772471654.449,-75.50,39.80,后倾
1772471654.449,-75.30,40.70,后倾
1772471654.572,-74.90,40.70,后倾
1772471654.697,-75.10,40.20,后倾
1772471654.821,-74.30,26.60,后倾
1772471654.821,-72.90,6.90,后倾
1772471654.946,-72.00,0.10,后倾
1772471655.071,-72.10,-4.30,后倾
1772471655.196,-73.20,-5.00,后倾
1772471655.322,-72.20,-5.20,后倾
1772471655.444,-72.10,-7.20,后倾
1772471655.444,-73.10,-9.40,后倾
1772471655.568,-72.90,-6.70,后倾
1772471655.693,-72.00,-3.30,后倾
1772471655.818,-72.20,-4.20,后倾
1772471655.943,-72.80,-5.50,后倾
1772471656.069,-72.70,-3.10,后倾
1772471656.069,-72.50,-3.40,后倾
1772471656.192,-72.80,-3.80,后倾
1772471656.315,-72.70,-5.30,后倾
1772471656.440,-72.80,-9.20,后倾
1772471656.440,-73.00,-9.20,后倾
1772471656.563,-73.20,-7.00,后倾
1772471656.686,-73.50,-5.40,后倾
1772471656.811,-73.30,-3.40,后倾
